deal_id,po_number,Create Date - Daily,Quantity,Amount in company currency,Client Type,Deal Type,Special Order Type,Deal Stage,Automation Tools,Revisions,Deal Source CA,Number of Associated Contacts,Design Difficulty
6841849003,22383,11/4/2021,500,3330,Distributor,New Business,,Closed and Won,,,,3,Not Rated
6872495775,22384,11/8/2021,248,1817.84,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,
6749159947,22385,10/25/2021,60,797.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6850524222,22386,11/5/2021,340,2849.28,Wholesale,Existing Business,,Closed and Won,,,,1,Not Rated
6871778214,22387,11/8/2021,182,273,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,
6261374470,22388,9/20/2021,60,887.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6695361181,22389,10/19/2021,2,367.65,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,Low 
6873813279,22390,11/8/2021,480,3518.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,5,
6873286819,22391,11/8/2021,60,630,Distributor,Existing Business,,Closed and Won,,,,2,
6832161625,22392,11/3/2021,300,2064,Distributor,Existing Business,,Closed and Won,,,Email Marketing,4,Not Rated
6851153539,22393,11/5/2021,90,819,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated
6750245271,22394,10/25/2021,380,3108.4,Distributor,Existing Business,,Closed and Won,,,,1,Low 
6839767587,22395,11/4/2021,150,1227,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6871397708,22396,11/8/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6871183394,22397,11/8/2021,75,787.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6602428262,22398,10/12/2021,543,4184.99,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6814149289,22399,11/1/2021,240,1591.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6868064342,22400,11/8/2021,350,2565.5,Distributor,Existing Business,,Closed and Won,,,,2,
6869118045,22401,11/8/2021,120,981.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,
6067860548,22402,8/30/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,
5756742505,22403,7/23/2021,60,540,Distributor,New Business,,Closed and Won,,,,2,Not Rated
6876160614,22404,11/8/2021,100,350,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event in the Past Year,6,
6834229609,22405,11/3/2021,5000,23250,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,4,Low 
6841911116,22406,11/4/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6831362405,22407,11/3/2021,120,1011.6,Distributor,New Business,,Closed and Won,,,,1,High Res Preview
6875757594,22408,11/8/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6693980778,22409,10/19/2021,120,1410,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,High Res Preview
6819303017,22410,11/2/2021,60,887.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6747043489,22411,10/25/2021,120,861.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview
6697429034,22412,10/19/2021,60,869.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,High 
6339787544,22413,9/30/2021,900,5968.83,Wholesale,New Business,,Closed and Won,,,,4,Not Rated
6820824127,22414,11/2/2021,480,5176.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,Paid Search,2,High Res Preview
6877181292,22415,11/8/2021,64,576,Distributor,Existing Business,,Closed and Won,,,,2,
6821207993,22416,11/2/2021,1000,8755,Direct,Existing Business,,Closed and Won,,,,1,Not Rated
6823723841,22417,11/2/2021,120,981.6,Distributor,New Business,,Closed and Won,New Project In Portal,,Client Referral,2,High 
6777381173,22418,10/28/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6848470875,22419,11/5/2021,206,2013.93,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low 
6873873739,22420,11/8/2021,60,714.29,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6756827426,22421,10/26/2021,75,974.25,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Knitted Mockup Tool
6709794685,22422,10/20/2021,60,558,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6830586184,22423,11/3/2021,2500,18675,Direct,Existing Business,,Closed and Won,,,,2,Low 
6624207628,22424,10/14/2021,60,855.72,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6807457201,22425,11/1/2021,120,1590.84,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6788868702,22426,10/29/2021,60,648,Distributor,New Business,,Closed and Won,,,Event in the Past Year,3,Not Rated
5812172390,22427,7/30/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
5977008674,22428,8/18/2021,60,558,Distributor,Existing Business,,Closed and Won,,,,2,High Res Preview
6812960109,22429,11/1/2021,240,1759.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6874323295,22430,11/8/2021,240,1591.2,Distributor,Existing Business,,Closed and Won,,,,3,Not Rated
6825112121,22431,11/2/2021,60,540,Distributor,Existing Business,,Closed and Won,,,,3,Low 
6862477138,22432,11/7/2021,120,1438.45,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6885004443,22433,11/9/2021,400,2740,Distributor,Existing Business,,Closed and Won,Reorder Button,,,1,
6812264257,22434,11/1/2021,800,5712,Distributor,Existing Business,,Closed and Won,,,,2,Not Rated
6824981640,22435,11/2/2021,360,3587.08,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,High Res Preview
6885336343,22436,11/9/2021,120,981.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,
6787410254,22437,10/29/2021,450,5799.4,Direct,New Business,,Closed and Won,,,,1,Low 
6748913528,22438,10/25/2021,465,3185.25,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Paid Search,2,Not Rated
6871180602,22439,11/8/2021,180,1800,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6269939113,22440,9/21/2021,528,3463.68,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview
6839251783,22441,11/4/2021,91,955.5,Distributor,Existing Business,,Closed and Won,,,,2,
6833378980,22442,11/3/2021,160,1308.8,Distributor,New Business,,Closed and Won,,,,1,High Res Preview
6882475631,22443,11/9/2021,120,1071.6,Distributor,Existing Business,,Closed and Won,,,,2,
6818270843,22444,11/2/2021,240,2747.04,Direct,Existing Business,,Closed and Won,,,,1,
6884840571,22445,11/9/2021,62,651,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,
6886038835,22447,11/9/2021,100,1050,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,
6871809625,22448,11/8/2021,360,3846.48,Direct,Existing Business,,Closed and Won,,,,2,High 
6831106203,22449,11/3/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,High Res Preview
6764552501,22450,10/27/2021,60,779.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6813093126,22451,11/1/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview
6890165410,22452,11/10/2021,277,4537.02,Direct,Existing Business,,Closed and Won,,,,2,
6872520207,22453,11/8/2021,120,861.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low 
6590381668,22455,10/11/2021,2408,17330.06,Direct,Existing Business,,Closed and Won,,,,3,Not Rated
6831229363,22456,11/3/2021,140,0,Distributor,New Business,,Closed and Won,,,,0,Not Rated
6890867856,22457,11/10/2021,100,1050,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6890990196,22458,11/10/2021,240,1591.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,,1,
6891478276,22459,11/10/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6891069202,22460,11/10/2021,150,1227,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6872412179,22461,11/8/2021,60,630,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Organic Search,1,Not Rated
6871413552,22462,11/8/2021,160,1600,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6686310523,22463,10/18/2021,360,3438,Direct,New Business,,Closed and Won,,,,1,Low 
6833051803,22464,11/3/2021,300,2841,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,Not Rated
6891592368,22465,11/10/2021,120,550.8,Distributor,Existing Business,,Closed and Won,,,,1,
6823084854,22466,11/2/2021,500,0,Distributor,New Business,,Closed and Won,,,,1,
6891343252,22467,11/10/2021,60,558,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,
6848576838,22468,11/5/2021,120,1464.22,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High 
6830490185,22469,11/3/2021,7400,49992,Direct,Existing Business,,Closed and Won,,,,3,
6871539846,22470,11/8/2021,276,2023.08,Distributor,Existing Business,,Closed and Won,,,,1,Not Rated
6813083911,22471,11/1/2021,201,1443.18,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low 
6872264555,22472,11/8/2021,240,2023.2,Wholesale,Existing Business,,Closed and Won,Portal Order,,,1,
6893093167,22473,11/10/2021,97,1018.5,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,
6832366164,22474,11/3/2021,432,3302.72,Distributor,Existing Business,,Closed and Won,,,,2,Low 
6890694481,22475,11/10/2021,128,1047.04,Distributor,Existing Business,,Closed and Won,,,Client Referral,5,
6831170350,22476,11/3/2021,200,1684.08,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview
6834935736,22477,11/3/2021,76,661.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated
6841581960,22478,11/4/2021,304,2700.16,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low 
6843223569,22479,11/4/2021,60,887.4,Direct,Existing Business,,Closed and Won,,,,2,
6885028471,22480,11/9/2021,360,2268,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,
6727442692,22481,10/22/2021,680,4460.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated
6786982531,22482,10/29/2021,750,6697.5,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,Client Referral,3,Not Rated
6750874173,22483,10/25/2021,500,3192.82,Distributor,Existing Business,,Closed and Won,,,,2,High Res Preview
6871289527,22484,11/8/2021,80,803.97,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low 
6699876438,22486,10/19/2021,120,1228.53,Distributor,Existing Business,,Closed and Won,,,,1,Low 
6716538035,22487,10/21/2021,4,364.98,Wholesale,Existing Business,,Closed and Won,,,Offline Sources,2,
6727121708,22488,10/22/2021,0,4642.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Medium 
6787029254,22489,10/29/2021,280,1856.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview
6532552311,22490,10/5/2021,100,1050,Distributor,Existing Business,,Closed and Won,,,,4,High Res Preview
6872445037,22491,11/8/2021,120,981.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low 
6779446189,22492,10/28/2021,400,3092,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated
6727302278,22493,10/22/2021,60,1080,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6894861618,22494,11/10/2021,60,630,Distributor,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,
6894843258,22495,11/10/2021,60,630,Distributor,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,
6833166080,22496,11/3/2021,70,630,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6833413019,22498,11/3/2021,60,869.4,Direct,New Business,,Closed and Won,,,,1,High Res Preview
6830406449,22499,11/3/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview
4609199743,22500,3/10/2021,120,1410,Direct,Existing Business,,Closed and Won,,,,1,
6784070468,22501,10/29/2021,120,1410,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,,1,Not Rated
6881531532,22502,11/9/2021,155,1112.9,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6882913678,22503,11/9/2021,200,1636,Distributor,Existing Business,,Closed and Won,,,Client Referral,5,Low 
6890636576,22504,11/10/2021,130,933.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low 
6825251457,22505,11/2/2021,280,2052.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6336673106,22506,9/30/2021,360,3528,Direct,New Business,,Closed and Won,,,,1,Low 
6893833809,22508,11/10/2021,120,1678.8,Direct,Existing Business,,Closed and Won,,,,3,
6848960095,22509,11/5/2021,60,779.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6833970970,22510,11/3/2021,276,2243.88,Distributor,Existing Business,,Closed and Won,,,,2,Low 
6841010578,22511,11/4/2021,100,1050,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6871295849,22512,11/8/2021,326,2053.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low 
6614664734,22513,10/13/2021,120,1260,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6756240901,22514,10/26/2021,2,211.59,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low 
6824400234,22515,11/2/2021,125,1547.72,Direct,New Business,,Closed and Won,Template Download,,,1,Not Rated
6899493916,22516,11/11/2021,120,1011.6,Distributor,Existing Business,,Closed and Won,,,,3,
6708294174,22517,10/20/2021,152,1091.36,Distributor,Existing Business,,Closed and Won,,,,2,Not Rated
6822970009,22518,11/2/2021,180,1845,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,,2,High Res Preview
6894093376,22519,11/10/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6898039098,22521,11/11/2021,165,1184.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6884966503,22522,11/9/2021,135,1146.25,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Not Rated
6864660375,22523,11/7/2021,120,1763.02,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6899393410,22524,11/11/2021,60,630,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,3,
6893435284,22525,11/10/2021,2,0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6884308572,22526,11/9/2021,1110,6438,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6889961796,22527,11/10/2021,105,945,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6885404721,22528,11/9/2021,1800,11316,Distributor,Existing Business,,Closed and Won,,,Client Referral,8,Not Rated
6882593559,22529,11/9/2021,2,175,Distributor,Existing Business,,Closed and Won,,,,3,Not Rated
6899213129,22530,11/11/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low 
6898916158,22531,11/11/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6835045888,22532,11/3/2021,60,540,Distributor,New Business,,Closed and Won,,,,1,
6898760518,22533,11/11/2021,105,945,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low 
6747092776,22534,10/25/2021,120,1507.3,Direct,Existing Business,,Closed and Won,,,,2,
6548952353,22535,10/7/2021,3512,17920,Distributor,Existing Business,,Closed and Won,,,,3,High Res Preview
6894087335,22536,11/10/2021,125,897.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6893745574,22537,11/10/2021,200,1636,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6897521022,22538,11/11/2021,120,1583.77,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,
6848255523,22539,11/5/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6831255873,22540,11/3/2021,120,1431.18,Direct,Existing Business,,Closed and Won,,,,1,Not Rated
6727088789,22541,10/22/2021,160,2377.01,Direct,New Business,,Closed and Won,,,,1,Medium 
6820799672,22542,11/2/2021,600,2514,Distributor,Existing Business,,Closed and Won,,,,4,Low 
6125515307,22543,9/2/2021,500,5082,Direct,Existing Business,,Closed and Won,,,,2,Low 
6882510879,22544,11/9/2021,225,1615.5,Distributor,New Business,,Closed and Won,,,,1,Not Rated
6900336130,22545,11/11/2021,290,2125.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,
6728708355,22546,10/22/2021,60,697.46,Distributor,New Business,,Closed and Won,,,Email Marketing,2,High Res Preview
6813725216,22547,11/1/2021,302,2514.98,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated
6898753921,22548,11/11/2021,105,945,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Medium 
6687106418,22549,10/18/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,4,Not Rated
6885195363,22550,11/9/2021,250,2009.56,Distributor,New Business,,Closed and Won,,,,1,Not Rated
6841670714,22551,11/4/2021,120,1408.53,Direct,New Business,,Closed and Won,Template Download,,,1,Low 
6839747941,22552,11/4/2021,270,2884.36,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6859526434,22553,11/7/2021,60,630,Distributor,Existing Business,,Closed and Won,,,,3,High Res Preview
6329651799,22554,9/29/2021,600,5832,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Organic Search,1,High Res Preview
6756065043,22555,10/26/2021,120,1290,Direct,Existing Business,,Closed and Won,,,,1,High Res Preview
6757521037,22556,10/26/2021,176,1439.68,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Pre-Hubspot Contact,1,Low 
6834584492,22557,11/3/2021,60,914.89,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,Paid Search,1,High Res Preview
6777436694,22558,10/28/2021,120,1511.49,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6623885858,22559,10/14/2021,360,1923.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview
6880955537,22561,11/9/2021,251,1839.83,Distributor,Existing Business,,Closed and Won,,,,1,Not Rated
6907780636,22562,11/12/2021,150,1227,Distributor,Existing Business,,Closed and Won,Reorder Button,,,1,
6768317269,22563,10/27/2021,720,5968.8,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low 
6819424908,22564,11/2/2021,2,343,Distributor,Existing Business,,Closed and Won,,,Client Referral,6,
6839131928,22565,11/4/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6812587414,22566,11/1/2021,60,887.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6811577746,22568,11/1/2021,120,981.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated
6892807863,22569,11/10/2021,240,1921.28,Distributor,Existing Business,,Closed and Won,,,,2,Not Rated
6893569613,22570,11/10/2021,155,1112.9,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6894544466,22571,11/10/2021,750,3937.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated
6876936255,22572,11/8/2021,140,1180.2,Distributor,Existing Business,,Closed and Won,Knitted Mockup Tool,,,1,Knitted Mockup Tool
6840043039,22573,11/4/2021,300,2274,Distributor,Existing Business,,Closed and Won,,,,1,Not Rated
6900778347,22574,11/11/2021,240,1807.28,Distributor,New Business,,Closed and Won,,,,1,Not Rated
6851280680,22575,11/5/2021,240,2500.8,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low 
6604899946,22576,10/12/2021,60,887.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6901106307,22577,11/11/2021,400,1836,Distributor,Existing Business,,Closed and Won,,,,4,Not Rated
6901339549,22578,11/11/2021,60,630,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6824972309,22579,11/2/2021,60,797.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6834272602,22580,11/3/2021,4,193,Distributor,New Business,,Closed and Won,,,,1,High Res Preview
6871972263,22581,11/8/2021,250,1657.5,Distributor,Existing Business,,Closed and Won,New Project In Portal,,,1,Not Rated
6734662669,22582,10/23/2021,0,986.72,Wholesale,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6910926146,22583,11/12/2021,520,3699.88,Wholesale,Existing Business,,Closed and Won,,,,3,
6839737344,22584,11/4/2021,500,3280,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6910987058,22585,11/12/2021,60,648.88,Wholesale,Existing Business,,Closed and Won,Reorder Button,,,1,
6906492207,22587,11/12/2021,60,540,Distributor,Existing Business,,Closed and Won,,,,2,
6872594081,22588,11/8/2021,1000,6190,Distributor,Existing Business,,Closed and Won,,,,2,Not Rated
6599545263,22589,10/12/2021,250,1880.58,Distributor,New Business,,Closed and Won,,,,1,Low 
6268810656,22590,9/21/2021,,2019,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,4,Low 
6900303366,22591,11/11/2021,240,1488.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6899427715,22592,11/11/2021,200,2100,Direct,New Business,,Closed and Won,Knitted Mockup Tool,,,1,Knitted Mockup Tool
6749001795,22593,10/25/2021,720,7832.24,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6833651775,22594,11/3/2021,300,2199,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6884903281,22595,11/9/2021,120,873.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview
6881526920,22596,11/9/2021,150,1500,Distributor,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low 
6813869078,22597,11/1/2021,60,888.23,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6912608825,22598,11/12/2021,250,1832.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,
6908799092,22599,11/12/2021,60,558,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Not Rated
6844252018,22600,11/4/2021,240,1591.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,High Res Preview
6810621969,22601,11/1/2021,140,1638.53,Direct,New Business,,Closed and Won,Template Download,,,1,High Res Preview
6880034620,22602,11/9/2021,189,1546.02,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low 
6899849592,22603,11/11/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6898798456,22604,11/11/2021,1000,6406.65,Distributor,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Not Rated
5906809444,22605,8/11/2021,1169,13989.63,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Low 
6927888902,22606,11/15/2021,120,1380,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,
6843006306,22607,11/4/2021,360,2466,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6927959636,22608,11/15/2021,720,4456.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,
5623633068,22609,7/6/2021,120,981.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated
6685248635,22610,10/18/2021,60,921.51,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6764515229,22611,10/27/2021,960,5904,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Not Rated
6801486100,22612,10/31/2021,120,1868.41,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6880541853,22613,11/9/2021,64,672,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low 
6899525511,22614,11/11/2021,720,6429.6,Direct,New Business,,Closed and Won,,,,2,High Res Preview
6899670328,22615,11/11/2021,200,1636,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,
6824401487,22616,11/2/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated
6880073248,22617,11/9/2021,300,3435,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
6882955812,22618,11/9/2021,180,2563.2,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview
6929215311,22619,11/15/2021,70,630,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,
6900964706,22621,11/11/2021,60,540,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated
6928712029,22622,11/15/2021,125,897.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6928360003,22623,11/15/2021,125,897.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6848392307,22624,11/5/2021,60,956.06,Direct,New Business,,Closed and Won,,,,2,Not Rated
6841196445,22625,11/4/2021,4,0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6930050729,22626,11/15/2021,240,2440.8,Direct,New Business,,Closed and Won,,,,1,
6927700588,22627,11/15/2021,155,1395,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated
6929446747,22628,11/15/2021,105,945,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6872343148,22629,11/8/2021,180,2563.2,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,
6763883283,22630,10/27/2021,2400,12288,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low 
6930132546,22631,11/15/2021,965,6182.42,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,1,
6898236501,22632,11/11/2021,240,2614.11,Direct,Existing Business,,Closed and Won,,,,1,Low 
6831401823,22633,11/3/2021,500,3075,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated
6911278168,22634,11/12/2021,720,5169.6,Distributor,New Business,,Payment Pending,,,,0,Not Rated
6701066533,22635,10/19/2021,65,585,Distributor,Existing Business,,Closed and Won,,,,1,High Res Preview
6809662300,22636,11/1/2021,480,3379.2,Distributor,Existing Business,,Closed and Won,,,,1,High Res Preview
6929062535,22637,11/15/2021,120,891.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,
6931204655,22638,11/15/2021,120,1110,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,
6833336215,22640,11/3/2021,120,1139.7,Distributor,Existing Business,,Closed and Won,,,,2,Not Rated
6877111724,22641,11/8/2021,160,1308.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated
6928799630,22642,11/15/2021,500,2607,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,
6835034797,22643,11/3/2021,120,1344.98,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Medium 
