index,po_number,SKU,chassis,mfp_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_at,hs_client_type,hs_dealtype,hs_deal_id,Total SKU DZ on PO,unit_cost,fixed_cost,COGS int SKU Cost,COGS int SKU Cost exact,Total SKU on PO,cost_per_sku,COGS PKF Sock domestic SKU Cost,product_id,quantity,manufacturing_shipment_id,manufacturing_id,product_info_id,manufacturing_cart_id,units_produced,deal_id,mfc_created_at,ship_date,dozens,cost
9862,41626,10.02202879v1,10,,2,3,,11/24/2023 21:03,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9874,41649,10.02203019v1,10,,2,1,,11/24/2023 20:47,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
9873,41649,10.02203018v1,10,,2,1,,11/24/2023 20:47,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
9926,41660,10.02203571v1,10,,2,1,,11/24/2023 18:47,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
5958,41640,10.02155077v1,10,,2,4,,11/24/2023 17:17,,,,13,,,,,150,2.54,426.72,,,,,,,,,,,,
9913,41654,10.02203460v1,10,,2,4,,11/24/2023 16:26,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9852,41652,10.02202764v3,10,,2,3,,11/24/2023 16:25,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
9867,41655,10.02202954v2,10,,2,4,,11/24/2023 15:29,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9920,41636,10.02203510v1,10,,2,1,,11/24/2023 15:03,,,,34,,,,,400,1.96,823.2,,,,,,,,,,,,
9895,41657,10.02203325v1,10,,2,3,,11/23/2023 18:44,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
9891,41651,10.02203289v1,10,,2,3,,11/22/2023 23:50,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
23369,41647,55.02201506v2,55,,114,1,,11/22/2023 22:26,,,,9,,,,,100,2.56,307.2,,,,,,,,,,,,
9356,41643,10.02196161v3,10,,2,1,,11/22/2023 21:34,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
9902,41633,10.02203355v2,10,,2,1,,11/22/2023 21:33,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
9904,41646,10.02203363v1,10,,2,1,,11/22/2023 21:30,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
21491,41644,48.02203341v1,48,,115,4,,11/22/2023 21:24,,,,6,,,,,61,2.83,237.72,,,,,,,,,,,,
21490,41644,48.02203340v1,48,,115,4,,11/22/2023 21:24,,,,6,,,,,61,2.83,237.72,,,,,,,,,,,,
8634,41642,10.02187278v1,10,,2,1,,11/22/2023 21:05,,,,150,,,,,1800,1.71,3098.52,,,,,,,,,,,,
8153,41578,10.02181682v1,10,,2,1,,11/22/2023 21:05,,,,9,,,,,98,2.56,307.2,,,,,,,,,,,,
9848,41634,10.02202659v1,10,,2,4,,11/22/2023 21:03,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
23217,41639,55.02192293v2,55,,114,1,,11/22/2023 20:28,,,,15,,,,,180,1.88,360.96,,,,,,,,,,,,
23215,41639,55.02192292v2,55,,114,1,,11/22/2023 20:28,,,,15,,,,,180,1.88,360.96,,,,,,,,,,,,
3486,41629,10.02128085v2,10,,2,1,,11/22/2023 20:16,,,,24,,,,,280,1.96,588,,,,,,,,,,,,
23383,41637,55.02202369v3,55,,114,1,,11/22/2023 19:28,,,,11,,,,,125,1.96,282.24,,,,,,,,,,,,
23384,41637,55.02202370v3,55,,114,1,,11/22/2023 19:28,,,,11,,,,,125,1.96,282.24,,,,,,,,,,,,
9840,41617,10.02202595v1,10,,2,1,,11/22/2023 19:27,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
19841,41638,17.02187111v6,17,,9,1,,11/22/2023 19:06,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
19512,41628,15.02202994v1,15,,7,3,,11/22/2023 18:42,,,,10,,,,,120,3.84,506.88,,,,,,,,,,,,
19509,41628,15.02202785v1,15,,7,3,,11/22/2023 18:42,,,,10,,,,,120,3.84,506.88,,,,,,,,,,,,
9445,41635,10.02197326v2,10,,2,3,,11/22/2023 18:42,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
9439,41635,10.02197319v1,10,,2,3,,11/22/2023 18:42,,,,7,,,,,75,2.85,273.6,,,,,,,,,,,,
5172,41631,10.02146210v3,10,,2,3,,11/22/2023 18:34,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9758,41623,10.02201478v1,10,,2,3,,11/22/2023 18:34,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
1011,41627,10.02107920v1,10,,2,3,,11/22/2023 18:34,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
23398,41618,55.02202968v1,55,,114,3,,11/22/2023 18:05,,,,3,,,,,30,3.31,158.88,,,,,,,,,,,,
9886,41630,10.02203219v3,10,,2,3,,11/22/2023 18:02,,,,46,,,,,548,2.28,1285.92,,,,,,,,,,,,
9885,41630,10.02203219v1,10,,2,3,,11/22/2023 18:02,,,,13,,,,,152,2.54,426.72,,,,,,,,,,,,
14799,41616,10.026879v2,10,,2,1,,11/22/2023 18:02,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
9768,41610,10.02201615v1,10,,2,1,,11/22/2023 17:42,,,,30,,,,,360,1.96,729.12,,,,,,,,,,,,
19507,41607,15.02202082v1,15,,7,3,,11/22/2023 17:32,,,,13,,,,,150,3.66,614.88,,,,,,,,,,,,
9888,41624,10.02203265v1,10,,2,1,,11/22/2023 16:57,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
9856,41611,10.02202818v1,10,,2,4,,11/22/2023 16:27,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9824,41622,10.02202472v3,10,,2,1,,11/22/2023 16:20,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
9825,41622,10.02202473v1,10,,2,1,,11/22/2023 16:20,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
10188,41596,10.02206722v1,10,,2,1,,11/22/2023 16:19,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
18558,41621,10.03203086v1,10,,2,1,,11/22/2023 16:16,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9789,41621,10.02201881v2,10,,2,1,,11/22/2023 16:16,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
9887,41619,10.02203239v1,10,,2,1,,11/22/2023 15:58,,,,11,,,,,125,2.23,321.12,,,,,,,,,,,,
9889,41614,10.02203269v1,10,,2,1,,11/22/2023 15:50,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
19141,41614,12.02203270v1,12,,4,1,,11/22/2023 15:50,,,,5,,,,,60,2.23,160.56,,,,,,,,,,,,
2011,41614,10.02115913v2,10,,2,1,,11/22/2023 15:50,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
19140,41614,12.02203267v1,12,,4,1,,11/22/2023 15:50,,,,5,,,,,60,2.23,160.56,,,,,,,,,,,,
21576,41609,49.02201117v1,49,,116,3,,11/22/2023 15:45,,,,9,,,,,100,2.78,333.6,,,,,,,,,,,,
6171,41599,10.02156989v1,10,,2,3,,11/22/2023 15:32,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9818,41584,10.02202359v1,10,,2,3,,11/22/2023 15:28,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
9884,41615,10.02203214v1,10,,2,3,,11/22/2023 15:08,,,,10,,,,,110,2.72,359.04,,,,,,,,,,,,
7550,41590,10.0217388v2,10,,2,1,,11/22/2023 15:07,,,,21,,,,,250,1.96,517.44,,,,,,,,,,,,
9536,41547,10.02198432v1,10,,2,1,,11/22/2023 14:39,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
9882,41604,10.02203195v1,10,,2,1,,11/22/2023 14:37,,,,11,,,,,125,2.23,321.12,,,,,,,,,,,,
9861,41548,10.02202878v2,10,,2,1,,11/22/2023 13:57,,,,15,,,,,175,1.96,376.32,,,,,,,,,,,,
9860,41548,10.02202877v2,10,,2,1,,11/22/2023 13:57,,,,15,,,,,175,1.96,376.32,,,,,,,,,,,,
5441,41612,10.02149778v3,10,,2,4,,11/22/2023 13:50,,,,25,,,,,300,2.54,792.48,,,,,,,,,,,,
7842,41600,10.02177471v1,10,,2,1,,11/22/2023 13:33,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
1531,41499,10.02112213v8,10,,2,1,,11/22/2023 3:59,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
7561,41608,10.02174063v2,10,,2,3,,11/21/2023 23:21,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
9868,41573,10.02202955v1,10,,2,1,,11/21/2023 23:15,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
9556,41512,10.02198733v1,10,,2,3,,11/21/2023 23:12,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9555,41512,10.02198731v1,10,,2,3,,11/21/2023 23:12,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9525,41512,10.02198318v1,10,,2,3,,11/21/2023 23:12,,,,13,,,,,150,2.54,426.72,,,,,,,,,,,,
9526,41512,10.02198322v4,10,,2,3,,11/21/2023 23:12,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
5537,41606,10.02150450v2,10,,2,1,,11/21/2023 23:08,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
23381,41601,55.02202223v3,55,,114,1,,11/21/2023 22:45,,,,12,,,,,141,1.88,293.28,,,,,,,,,,,,
23382,41601,55.02202227v3,55,,114,1,,11/21/2023 22:45,,,,12,,,,,141,1.88,293.28,,,,,,,,,,,,
9828,41602,10.02202498v1,10,,2,1,,11/21/2023 22:42,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
23353,41586,55.02200616v2,55,,114,3,,11/21/2023 22:36,,,,3,,,,,30,3.31,158.88,,,,,,,,,,,,
9838,41583,10.02202588v1,10,,2,4,,11/21/2023 22:23,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
11411,41451,10.0237191v1,10,,2,1,,11/21/2023 21:50,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
9773,41594,10.02201670v2,10,,2,1,,11/21/2023 21:44,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
9753,41579,10.02201335v2,10,,2,1,,11/21/2023 21:38,,,,23,,,,,275,1.96,564.48,,,,,,,,,,,,
9394,41537,10.02196685v6,10,,2,3,,11/21/2023 21:38,,,,125,,,,,1500,2.01,3039.12,,,,,,,,,,,,
19360,41597,13.05199493v1,13,,5,3,,11/21/2023 21:33,,,,17,,,,,200,1.63,352.08,,,,,,,,,,,,
19503,41518,15.02198941v1,15,,7,3,,11/21/2023 21:27,,,,10,,,,,120,3.84,506.88,,,,,,,,,,,,
9713,41595,10.02200709v2,10,,2,1,,11/21/2023 21:20,,,,11,,,,,123,2.23,321.12,,,,,,,,,,,,
16985,41589,10.0288959v2,10,,2,4,,11/21/2023 21:16,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9670,41592,10.02200252v1,10,,2,4,,11/21/2023 21:14,,,,103,,,,,1225,2.01,2508.48,,,,,,,,,,,,
8632,41576,10.02187272v1,10,,2,1,,11/21/2023 20:56,,,,426,,,,,5110,1.56,7993.44,,,,,,,,,,,,
18547,41526,10.03199766v2,10,,2,1,,11/21/2023 20:55,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
19836,41580,17.02185814v5,17,,9,1,,11/21/2023 20:18,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
9219,41588,10.02194481v2,10,,2,1,,11/21/2023 20:12,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
8520,41585,10.02185863v3,10,,2,1,,11/21/2023 19:59,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
9745,41563,10.02201157v3,10,,2,3,,11/21/2023 19:53,,,,9,,,,,100,2.85,342,,,,,,,,,,,,
7341,41574,10.02171229v1,10,,2,1,,11/21/2023 19:50,,,,53,,,,,635,1.88,1218.24,,,,,,,,,,,,
9845,41534,10.02202642v1,10,,2,1,,11/21/2023 19:50,,,,30,,,,,360,1.96,729.12,,,,,,,,,,,,
9876,41582,10.02203070v1,10,,2,1,,11/21/2023 19:30,,,,34,,,,,403,1.96,823.2,,,,,,,,,,,,
9854,41581,10.02202767v1,10,,2,1,,11/21/2023 19:29,,,,8,,,,,88,2.56,276.48,,,,,,,,,,,,
9853,41581,10.02202766v1,10,,2,1,,11/21/2023 19:29,,,,11,,,,,132,1.96,282.24,,,,,,,,,,,,
9744,41489,10.02201141v1,10,,2,4,,11/21/2023 19:16,,,,3,,,,,30,3.25,156,,,,,,,,,,,,
9742,41489,10.02201130v1,10,,2,4,,11/21/2023 19:16,,,,3,,,,,30,3.25,156,,,,,,,,,,,,
9743,41489,10.02201139v1,10,,2,4,,11/21/2023 19:16,,,,3,,,,,30,3.25,156,,,,,,,,,,,,
8465,41567,10.02185352v1,10,,2,1,,11/21/2023 19:09,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
8840,41577,10.02189966v1,10,,2,1,,11/21/2023 19:07,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
19508,41516,15.02202239v1,15,,7,3,,11/21/2023 18:48,,,,10,,,,,120,3.84,506.88,,,,,,,,,,,,
23399,41575,55.02203021v1,55,,114,4,,11/21/2023 18:38,,,,10,,,,,120,3,396,,,,,,,,,,,,
9419,41564,10.02197148v1,10,,2,4,,11/21/2023 18:38,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
23391,41532,55.02202768v1,55,,114,4,,11/21/2023 18:31,,,,5,,,,,60,3,216,,,,,,,,,,,,
23007,41507,55.02179769v1,55,,114,3,,11/21/2023 18:12,,,,3,,,,,30,3.31,158.88,,,,,,,,,,,,
9684,41593,10.02200380v4,10,,2,1,,11/21/2023 18:08,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
7890,41558,10.02178119v4,10,,2,3,,11/21/2023 18:07,,,,42,,,,,500,2.43,1253.88,,,,,,,,,,,,
7928,41559,10.02178697v4,10,,2,3,,11/21/2023 18:02,,,,42,,,,,500,2.43,1253.88,,,,,,,,,,,,
10786,41572,10.0227390v2,10,,2,4,,11/21/2023 17:56,,,,25,,,,,300,2.54,792.48,,,,,,,,,,,,
7893,41557,10.02178120v4,10,,2,3,,11/21/2023 17:45,,,,42,,,,,500,2.43,1253.88,,,,,,,,,,,,
9790,41571,10.02201913v2,10,,2,4,,11/21/2023 17:37,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
8909,41569,10.02190628v1,10,,2,4,,11/21/2023 17:35,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9672,41565,10.02200281v1,10,,2,1,,11/21/2023 17:19,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
23397,41562,55.02202957v1,55,,114,3,,11/21/2023 17:06,,,,3,,,,,30,3.31,158.88,,,,,,,,,,,,
9689,41561,10.02200414v1,10,,2,1,,11/21/2023 17:04,,,,40,,,,,480,1.96,964.32,,,,,,,,,,,,
9812,41566,10.02202275v1,10,,2,1,,11/21/2023 16:41,,,,8,,,,,91,2.56,276.48,,,,,,,,,,,,
9813,41566,10.02202276v1,10,,2,1,,11/21/2023 16:41,,,,8,,,,,91,2.56,276.48,,,,,,,,,,,,
19823,41556,17.02178321v2,17,,9,1,,11/21/2023 16:23,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
9863,41552,10.02202886v2,10,,2,4,,11/21/2023 16:19,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
7782,41425,10.02176519v1,10,,2,4,,11/21/2023 15:58,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9815,41447,10.02202316v1,10,,2,3,,11/21/2023 15:29,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
10694,41536,10.0226299v1,10,,2,4,,11/21/2023 15:04,,,,9,,,,,100,2.83,339.6,,,,,,,,,,,,
11504,41540,10.0238267v1,10,,2,4,,11/21/2023 14:29,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9208,41544,10.02194444v1,10,,2,4,,11/21/2023 12:45,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
18800,41554,10.04202916v1,10,,2,4,,11/21/2023 11:58,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
21372,41550,46.02202864v1,46,,113,1,,11/21/2023 0:22,,,,13,,,,,150,1.79,300.72,,,,,,,,,,,,
21579,41551,49.02202291v2,49,,116,4,,11/21/2023 0:20,,,,14,,,,,160,2.54,457.2,,,,,,,,,,,,
23394,41541,55.02202874v1,55,,114,4,,11/21/2023 0:09,,,,5,,,,,60,3,216,,,,,,,,,,,,
18799,41446,10.04202214v2,10,,2,3,,11/21/2023 0:05,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
23392,41446,55.02202857v2,55,,114,3,,11/21/2023 0:05,,,,3,,,,,30,3.31,158.88,,,,,,,,,,,,
9841,41542,10.02202598v1,10,,2,3,,11/20/2023 23:49,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9839,41542,10.02202592v2,10,,2,3,,11/20/2023 23:49,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
8560,41543,10.02186554v1,10,,2,4,,11/20/2023 23:11,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9765,41538,10.02201571v2,10,,2,4,,11/20/2023 23:09,,,,11,,,,,125,2.83,407.52,,,,,,,,,,,,
21880,41531,55.02114450v6,55,,114,3,,11/20/2023 22:44,,,,7,,,,,75,2.98,286.08,,,,,,,,,,,,
8469,41539,10.02185396v2,10,,2,1,,11/20/2023 22:32,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
9837,41530,10.02202556v1,10,,2,4,,11/20/2023 22:28,,,,3,,,,,30,3.25,156,,,,,,,,,,,,
9798,41439,10.02201989v2,10,,2,1,,11/20/2023 22:10,,,,15,,,,,173,1.96,376.32,,,,,,,,,,,,
8812,41535,10.02189628v3,10,,2,4,,11/20/2023 22:08,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
8203,41533,10.02182670v2,10,,2,4,,11/20/2023 21:59,,,,30,,,,,360,2.54,944.88,,,,,,,,,,,,
9738,41483,10.02201098v1,10,,2,3,,11/20/2023 21:54,,,,25,,,,,300,2.43,758.16,,,,,,,,,,,,
9802,41527,10.02202042v1,10,,2,4,,11/20/2023 21:45,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9804,41527,10.02202044v1,10,,2,4,,11/20/2023 21:45,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9803,41527,10.02202043v1,10,,2,4,,11/20/2023 21:45,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
23361,41525,55.02201166v2,55,,114,4,,11/20/2023 21:40,,,,4,,,,,40,3.42,205.2,,,,,,,,,,,,
19744,41529,17.02155221v9,17,,9,4,,11/20/2023 21:07,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9792,41528,10.02201921v3,10,,2,1,,11/20/2023 20:26,,,,213,,,,,2550,1.6,4108.8,,,,,,,,,,,,
23390,41522,55.02202634v1,55,,114,4,,11/20/2023 20:14,,,,3,,,,,30,3.42,164.16,,,,,,,,,,,,
7340,41515,10.02171229v1,10,,2,1,,11/20/2023 20:02,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
9800,41496,10.02201997v1,10,,2,4,,11/20/2023 19:59,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9781,41495,10.02201836v1,10,,2,1,,11/20/2023 19:56,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
3011,41495,10.02124055v8,10,,2,1,,11/20/2023 19:56,,,,21,,,,,250,1.96,517.44,,,,,,,,,,,,
9692,41495,10.02200474v1,10,,2,1,,11/20/2023 19:56,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
9563,41495,10.02198759v1,10,,2,1,,11/20/2023 19:56,,,,21,,,,,250,1.96,517.44,,,,,,,,,,,,
1523,41500,10.02112210v1,10,,2,1,,11/20/2023 19:53,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
5948,41514,10.02155033v1,10,,2,3,,11/20/2023 19:45,,,,25,,,,,300,2.43,758.16,,,,,,,,,,,,
8164,41505,10.02181839v6,10,,2,4,,11/20/2023 19:44,,,,6,,,,,72,2.83,237.72,,,,,,,,,,,,
9616,41519,10.02199667v1,10,,2,3,,11/20/2023 19:44,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9528,41519,10.02198343v3,10,,2,3,,11/20/2023 19:44,,,,3,,,,,30,3.18,152.64,,,,,,,,,,,,
9749,41521,10.02201290v2,10,,2,3,,11/20/2023 19:35,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
9826,41523,10.02202488v1,10,,2,3,,11/20/2023 19:24,,,,4,,,,,45,3.18,190.8,,,,,,,,,,,,
9498,41306,10.02198008v1,10,,2,3,,11/20/2023 19:23,,,,84,,,,,1000,2.01,2050.2,,,,,,,,,,,,
23362,41502,55.02201188v1,55,,114,3,,11/20/2023 19:22,,,,7,,,,,75,2.98,286.08,,,,,,,,,,,,
19481,41503,15.02192894v2,15,,7,3,,11/20/2023 19:20,,,,10,,,,,120,3.84,506.88,,,,,,,,,,,,
9643,41524,10.02199887v4,10,,2,4,,11/20/2023 19:14,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9827,41497,10.02202495v2,10,,2,4,,11/20/2023 19:12,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9821,41517,10.02202419v1,10,,2,3,,11/20/2023 19:08,,,,285,,,,,3420,1.72,5903.04,,,,,,,,,,,,
18556,41510,10.03202658v1,10,,2,4,,11/20/2023 18:44,,,,3,,,,,30,3.25,156,,,,,,,,,,,,
18553,41510,10.03202038v1,10,,2,4,,11/20/2023 18:44,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9779,41510,10.02201806v1,10,,2,4,,11/20/2023 18:44,,,,3,,,,,30,3.25,156,,,,,,,,,,,,
18555,41510,10.03202621v1,10,,2,4,,11/20/2023 18:44,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
9568,41520,10.02198814v3,10,,2,4,,11/20/2023 18:29,,,,10,,,,,120,2.83,373.56,,,,,,,,,,,,
23286,41513,55.02197025v1,55,,114,3,,11/20/2023 18:26,,,,30,,,,,360,2.56,952.32,,,,,,,,,,,,
23287,41513,55.02197026v1,55,,114,3,,11/20/2023 18:26,,,,40,,,,,480,2.56,1259.52,,,,,,,,,,,,
9846,41493,10.02202652v1,10,,2,1,,11/20/2023 18:25,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
8746,41346,10.02188549v1,10,,2,3,,11/20/2023 17:52,,,,33,,,,,389,2.43,991.44,,,,,,,,,,,,
23389,41491,55.02202526v1,55,,114,3,,11/20/2023 17:50,,,,42,,,,,500,2.56,1320.96,,,,,,,,,,,,
23376,41491,55.02201840v1,55,,114,3,,11/20/2023 17:50,,,,42,,,,,500,2.56,1320.96,,,,,,,,,,,,
2163,41415,10.02117014v3,10,,2,3,,11/20/2023 17:29,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
10391,41485,10.0221410v1,10,,2,3,,11/20/2023 17:11,,,,4,,,,,45,3.18,190.8,,,,,,,,,,,,
9572,41509,10.02198840v1,10,,2,3,,11/20/2023 16:58,,,,13,,,,,150,2.54,426.72,,,,,,,,,,,,
5583,41508,10.02150892v3,10,,2,4,,11/20/2023 16:28,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
23371,41488,55.02201643v2,55,,114,3,,11/20/2023 16:28,,,,10,,,,,110,2.85,376.2,,,,,,,,,,,,
9817,41498,10.02202350v1,10,,2,1,,11/20/2023 16:27,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
9794,41487,10.02201941v2,10,,2,4,,11/20/2023 16:27,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
23385,41504,55.02202450v1,55,,114,1,,11/20/2023 16:24,,,,13,,,,,150,1.88,315.84,,,,,,,,,,,,
23368,41363,55.02201400v1,55,,114,3,,11/20/2023 16:12,,,,3,,,,,30,3.31,158.88,,,,,,,,,,,,
9823,41501,10.02202445v1,10,,2,4,,11/20/2023 15:54,,,,5,,,,,51,3.25,234,,,,,,,,,,,,
23377,41492,55.02201872v2,55,,114,3,,11/20/2023 15:53,,,,30,,,,,360,2.56,952.32,,,,,,,,,,,,
9709,41478,10.02200676v2,10,,2,4,,11/20/2023 15:52,,,,5,,,,,50,3.25,234,,,,,,,,,,,,
2562,41467,10.02119838v1,10,,2,1,,11/20/2023 15:51,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
9759,41157,10.02201485v5,10,,2,3,,11/20/2023 15:34,,,,84,,,,,1004,2.01,2050.2,,,,,,,,,,,,
9281,41471,10.02195090v1,10,,2,1,,11/20/2023 15:03,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
8948,41484,10.02191122v1,10,,2,1,,11/20/2023 13:55,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
11150,41464,10.0233038v2,10,,2,1,,11/20/2023 13:36,,,,5,,,,,50,3.18,228.96,,,,,,,,,,,,
18583,41464,10.0333972v1,10,,2,1,,11/20/2023 13:36,,,,5,,,,,50,3.18,228.96,,,,,,,,,,,,
6441,41482,10.02159933v1,10,,2,1,,11/20/2023 12:46,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
9811,41494,10.02202265v1,10,,2,3,,11/18/2023 13:50,,,,7,,,,,80,2.85,273.6,,,,,,,,,,,,
18554,41480,10.03202047v1,10,,2,3,,11/18/2023 0:58,,,,30,,,,,360,2.43,903.96,,,,,,,,,,,,
23317,41490,55.02199453v1,55,,114,4,,11/18/2023 0:15,,,,42,,,,,502,2.71,1398.36,,,,,,,,,,,,
23344,41490,55.02200330v1,55,,114,4,,11/18/2023 0:15,,,,42,,,,,502,2.71,1398.36,,,,,,,,,,,,
9822,41486,10.02202426v1,10,,2,4,,11/17/2023 23:06,,,,4,,,,,48,3.25,195,,,,,,,,,,,,
7499,41473,10.02173325v1,10,,2,4,,11/17/2023 22:26,,,,30,,,,,360,2.54,944.88,,,,,,,,,,,,
9674,41475,10.02200317v2,10,,2,1,,11/17/2023 22:25,,,,7,,,,,80,2.56,245.76,,,,,,,,,,,,
22944,41403,55.02176373v3,55,,114,3,,11/17/2023 22:04,,,,28,,,,,325,2.56,890.88,,,,,,,,,,,,
21371,41481,46.02202418v1,46,,113,1,,11/17/2023 21:59,,,,5,,,,,60,2.39,172.08,,,,,,,,,,,,
21887,41481,55.02114762v1,55,,114,1,,11/17/2023 21:59,,,,3,,,,,30,2.56,122.88,,,,,,,,,,,,
9796,41479,10.02201983v1,10,,2,3,,11/17/2023 21:50,,,,80,,,,,950,2.01,1953.72,,,,,,,,,,,,
8271,41302,10.02183370v1,10,,2,1,,11/17/2023 21:22,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
19876,41073,17.02201578v1,17,,9,1,,11/17/2023 21:14,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
9413,41477,10.02197114v1,10,,2,1,,11/17/2023 21:04,,,,7,,,,,75,2.56,245.76,,,,,,,,,,,,
9370,41477,10.02196370v1,10,,2,1,,11/17/2023 21:04,,,,7,,,,,75,2.56,245.76,,,,,,,,,,,,
9814,41476,10.02202280v2,10,,2,3,,11/17/2023 20:48,,,,21,,,,,250,2.43,641.52,,,,,,,,,,,,
7703,41437,10.02175464v1,10,,2,1,,11/17/2023 20:11,,,,6,,,,,62,2.56,215.04,,,,,,,,,,,,
